sentence_key	texte_expe	XP_type	item	type-de-phrase	TOCHANGE_FI	audio_type	task_question_type	list	spk_sex	spk_id	OLDspk_id	num_syll	stim_num	wh-type	presence-eske	The Voice Contest	wh-in-situ-final	func-wh	OK_praat_seg	neg	texte	OK_Expe_perception	dossier-brat	orig_filename	nombre-de-mots	pos-wh	quality-wh	rheto-wh	subj-DP	subj-clit	subj-ce	nombre-subj	inverted-subj	comp	nombre-comp	lex-restr	partitif	est-ce-que	nombre_verbes	flexion-et	type-de-verbe-et	extraction-site	notes	partie-a-enlever	nombre-partie-a-enlever-mots	nombre-mots-a-enlever	dislocation-droite	attention-dernier-mot	fin-partie-enlever	locuteur	OLD_sentence_key	texte_turn_brut	spk_age	OLDOLD_sentence_key
115-XP_mbrola-is.it.question-yn-clair-29-C-NO-6-E-M-WE2_A021_6777	tu parles un peu anglais ? 	XP_mbrola	29	yn	NO	clair	is.it.question	C	M	E	ch_BH8	06	115	NO	NO	3	NO	NO	YES	NO	ouais tu parles un peu anglais ? 	YES	whisf-eslo2-yn	WE2_A021_6777	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	059-yn-CL-36-B-0-06-AG-M-WE2_A021_6777	ouais tu parles un peu anglais ?	NOAGE	059-yn-CL-36-C-0-06-AG-M-WE2_A021_6777
116-XP_mbrola-is.it.question-yn-delex-29-D-NO-6-E-M-WE2_A021_6777	tu parles un peu anglais ? 	XP_mbrola	29	yn	NO	delex	is.it.question	D	M	E	ch_BH8	06	116	NO	NO	3	NO	NO	YES	NO	ouais tu parles un peu anglais ? 	YES	whisf-eslo2-yn	WE2_A021_6777	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	179-yn-DE-36-A-0-06-AG-M-WE2_A021_6777	ouais tu parles un peu anglais ?	NOAGE	179-yn-DE-36-B-0-06-AG-M-WE2_A021_6777
059-XP_delex-is.it.decla-yn-delex-30-B-NO-5-Q-F-WE2_J001_5188	tu parles d'autres langues ?	XP_delex	30	yn	NO	delex	is.it.decla	B	F	Q	WT646	5	059	NO	NO	3	NO	NO	YES	NO	et toi tu parles d'autres langues ?	YES		WE2_J001_5188																										spk1	161-yn-DE-45-A-0-05-BA-F-WE2_J001_5188		NOAGE	161-yn-DE-45-B-0-05-BA-F-WE2_J001_5188
060-XP_delex-is.it.question-yn-delex-30-A-NO-5-Q-F-WE2_J001_5188	tu parles d'autres langues ?	XP_delex	30	yn	NO	delex	is.it.question	A	F	Q	WT646	5	060	NO	NO	3	NO	NO	YES	NO	et toi tu parles d'autres langues ?	YES		WE2_J001_5188																										spk1	161-yn-DE-45-A-0-05-BA-F-WE2_J001_5188		NOAGE	161-yn-DE-45-B-0-05-BA-F-WE2_J001_5188
117-XP_mbrola-is.it.decla-yn-clair-30-D-NO-11-H-F-WE2_A025_3273	tu étais la seule qui surveillait les enfants ? 	XP_mbrola	30	yn	NO	clair	is.it.decla	D	F	H	ch_PP6	11	117	NO	NO	3	NO	NO	YES	NO	tu étais la seule qui surveillait les enfants ? 	YES	whisf-eslo2-yn	WE2_A025_3273	8	NO	NO	NO	NO	subj-clitic	NO	1	NO	relative	1	NO	NO	0	2	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	034-yn-CL-37-A-0-11-AM-F-WE2_A025_3273	tu étais la seule qui surveillait les enfants ?	NOAGE	034-yn-CL-37-A-0-11-AM-F-WE2_A025_3273
118-XP_mbrola-is.it.decla-yn-delex-30-A-NO-11-H-F-WE2_A025_3273	tu étais la seule qui surveillait les enfants ? 	XP_mbrola	30	yn	NO	delex	is.it.decla	A	F	H	ch_PP6	11	118	NO	NO	3	NO	NO	YES	NO	tu étais la seule qui surveillait les enfants ? 	YES	whisf-eslo2-yn	WE2_A025_3273	8	NO	NO	NO	NO	subj-clitic	NO	1	NO	relative	1	NO	NO	0	2	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	154-yn-DE-37-C-0-11-AM-F-WE2_A025_3273	tu étais la seule qui surveillait les enfants ?	NOAGE	154-yn-DE-37-C-0-11-AM-F-WE2_A025_3273
119-XP_mbrola-is.it.question-yn-clair-30-B-NO-11-H-F-WE2_A025_3273	tu étais la seule qui surveillait les enfants ? 	XP_mbrola	30	yn	NO	clair	is.it.question	B	F	H	ch_PP6	11	119	NO	NO	3	NO	NO	YES	NO	tu étais la seule qui surveillait les enfants ? 	YES	whisf-eslo2-yn	WE2_A025_3273	8	NO	NO	NO	NO	subj-clitic	NO	1	NO	relative	1	NO	NO	0	2	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	034-yn-CL-37-A-0-11-AM-F-WE2_A025_3273	tu étais la seule qui surveillait les enfants ?	NOAGE	034-yn-CL-37-A-0-11-AM-F-WE2_A025_3273
120-XP_mbrola-is.it.question-yn-delex-30-C-NO-11-H-F-WE2_A025_3273	tu étais la seule qui surveillait les enfants ? 	XP_mbrola	30	yn	NO	delex	is.it.question	C	F	H	ch_PP6	11	120	NO	NO	3	NO	NO	YES	NO	tu étais la seule qui surveillait les enfants ? 	YES	whisf-eslo2-yn	WE2_A025_3273	8	NO	NO	NO	NO	subj-clitic	NO	1	NO	relative	1	NO	NO	0	2	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	154-yn-DE-37-C-0-11-AM-F-WE2_A025_3273	tu étais la seule qui surveillait les enfants ?	NOAGE	154-yn-DE-37-C-0-11-AM-F-WE2_A025_3273
061-XP_delex-is.it.decla-yn-delex-31-A-NO-11-Q-F-WE2_J002_1647	c'était à une occasion particulière ?	XP_delex	31	yn	NO	delex	is.it.decla	A	F	Q	WT646	11	061	NO	NO	3	NO	NO	YES	NO	c'était à une occasion particulière ?	YES		WE2_J002_1647																										spk2	163-yn-DE-47-B-0-11-BA-F-WE2_J002_1647		NOAGE	163-yn-DE-47-A-0-11-BA-F-WE2_J002_1647
062-XP_delex-is.it.question-yn-delex-31-B-NO-11-Q-F-WE2_J002_1647	c'était à une occasion particulière ?	XP_delex	31	yn	NO	delex	is.it.question	B	F	Q	WT646	11	062	NO	NO	3	NO	NO	YES	NO	c'était à une occasion particulière ?	YES		WE2_J002_1647																										spk2	163-yn-DE-47-B-0-11-BA-F-WE2_J002_1647		NOAGE	163-yn-DE-47-A-0-11-BA-F-WE2_J002_1647
121-XP_mbrola-is.it.decla-yn-clair-31-C-NO-8-H-F-WE2_A025_8981	tu avais été interviewée ? 	XP_mbrola	31	yn	NO	clair	is.it.decla	C	F	H	ch_PP6	08	121	NO	NO	4	NO	NO	YES	NO	tu avais été interviewée ? 	YES	whisf-eslo2-yn	WE2_A025_8981	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	060-yn-CL-38-C-0-08-AM-F-WE2_A025_8981	tu avais été interviewée ?	NOAGE	060-yn-CL-38-B-0-08-AM-F-WE2_A025_8981
122-XP_mbrola-is.it.decla-yn-delex-31-D-NO-8-H-F-WE2_A025_8981	tu avais été interviewée ? 	XP_mbrola	31	yn	NO	delex	is.it.decla	D	F	H	ch_PP6	08	122	NO	NO	4	NO	NO	YES	NO	tu avais été interviewée ? 	YES	whisf-eslo2-yn	WE2_A025_8981	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	180-yn-DE-38-B-0-08-AM-F-WE2_A025_8981	tu avais été interviewée ?	NOAGE	180-yn-DE-38-A-0-08-AM-F-WE2_A025_8981
123-XP_mbrola-is.it.question-yn-clair-31-A-NO-8-H-F-WE2_A025_8981	tu avais été interviewée ? 	XP_mbrola	31	yn	NO	clair	is.it.question	A	F	H	ch_PP6	08	123	NO	NO	4	NO	NO	YES	NO	tu avais été interviewée ? 	YES	whisf-eslo2-yn	WE2_A025_8981	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	060-yn-CL-38-C-0-08-AM-F-WE2_A025_8981	tu avais été interviewée ?	NOAGE	060-yn-CL-38-B-0-08-AM-F-WE2_A025_8981
124-XP_mbrola-is.it.question-yn-delex-31-B-NO-8-H-F-WE2_A025_8981	tu avais été interviewée ? 	XP_mbrola	31	yn	NO	delex	is.it.question	B	F	H	ch_PP6	08	124	NO	NO	4	NO	NO	YES	NO	tu avais été interviewée ? 	YES	whisf-eslo2-yn	WE2_A025_8981	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	180-yn-DE-38-B-0-08-AM-F-WE2_A025_8981	tu avais été interviewée ?	NOAGE	180-yn-DE-38-A-0-08-AM-F-WE2_A025_8981
063-XP_delex-is.it.decla-yn-delex-32-B-NO-5-K-F-WE2_J003_162	t'as déjà voyagé ?	XP_delex	32	yn	NO	delex	is.it.decla	B	F	K	DC528	5	063	NO	NO	4	NO	NO	YES	NO	et t'as déjà voyagé ?	YES		WE2_J003_162																										spk1	164-yn-DE-48-A-0-05-AR-F-WE2_J003_162		15/25	164-yn-DE-48-B-0-05-AR-F-WE2_J003_162
064-XP_delex-is.it.question-yn-delex-32-A-NO-5-K-F-WE2_J003_162	t'as déjà voyagé ?	XP_delex	32	yn	NO	delex	is.it.question	A	F	K	DC528	5	064	NO	NO	4	NO	NO	YES	NO	et t'as déjà voyagé ?	YES		WE2_J003_162																										spk1	164-yn-DE-48-A-0-05-AR-F-WE2_J003_162		15/25	164-yn-DE-48-B-0-05-AR-F-WE2_J003_162
125-XP_mbrola-is.it.decla-yn-clair-32-B-NO-13-H-F-WE2_A025_9133	tu connaissais avant d'habiter sur orléans ? 	XP_mbrola	32	yn	NO	clair	is.it.decla	B	F	H	ch_PP6	13	125	NO	NO	4	NO	NO	YES	NO	tu connaissais avant d'habiter sur Orléans ? 	YES	whisf-eslo2-yn	WE2_A025_9133	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	035-yn-CL-39-B-0-13-AM-F-WE2_A025_9133	tu connaissais avant d'habiter sur Orléans ?	NOAGE	035-yn-CL-39-C-0-13-AM-F-WE2_A025_9133
126-XP_mbrola-is.it.decla-yn-delex-32-C-NO-13-H-F-WE2_A025_9133	tu connaissais avant d'habiter sur orléans ? 	XP_mbrola	32	yn	NO	delex	is.it.decla	C	F	H	ch_PP6	13	126	NO	NO	4	NO	NO	YES	NO	tu connaissais avant d'habiter sur Orléans ? 	YES	whisf-eslo2-yn	WE2_A025_9133	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	155-yn-DE-39-A-0-13-AM-F-WE2_A025_9133	tu connaissais avant d'habiter sur Orléans ?	NOAGE	155-yn-DE-39-B-0-13-AM-F-WE2_A025_9133
127-XP_mbrola-is.it.question-yn-clair-32-D-NO-13-H-F-WE2_A025_9133	tu connaissais avant d'habiter sur orléans ? 	XP_mbrola	32	yn	NO	clair	is.it.question	D	F	H	ch_PP6	13	127	NO	NO	4	NO	NO	YES	NO	tu connaissais avant d'habiter sur Orléans ? 	YES	whisf-eslo2-yn	WE2_A025_9133	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	035-yn-CL-39-B-0-13-AM-F-WE2_A025_9133	tu connaissais avant d'habiter sur Orléans ?	NOAGE	035-yn-CL-39-C-0-13-AM-F-WE2_A025_9133
128-XP_mbrola-is.it.question-yn-delex-32-A-NO-13-H-F-WE2_A025_9133	tu connaissais avant d'habiter sur orléans ? 	XP_mbrola	32	yn	NO	delex	is.it.question	A	F	H	ch_PP6	13	128	NO	NO	4	NO	NO	YES	NO	tu connaissais avant d'habiter sur Orléans ? 	YES	whisf-eslo2-yn	WE2_A025_9133	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	155-yn-DE-39-A-0-13-AM-F-WE2_A025_9133	tu connaissais avant d'habiter sur Orléans ?	NOAGE	155-yn-DE-39-B-0-13-AM-F-WE2_A025_9133
065-XP_delex-is.it.decla-yn-delex-33-A-NO-4-K-F-WE2_J003_2511	t'y vas toute seule ?	XP_delex	33	yn	NO	delex	is.it.decla	A	F	K	DC528	4	065	NO	NO	4	NO	NO	YES	NO	et t'y vas toute seule ?	YES		WE2_J003_2511																										spk1	165-yn-DE-49-C-0-04-AR-F-WE2_J003_2511		15/25	165-yn-DE-49-C-0-04-AR-F-WE2_J003_2511
066-XP_delex-is.it.question-yn-delex-33-B-NO-4-K-F-WE2_J003_2511	t'y vas toute seule ?	XP_delex	33	yn	NO	delex	is.it.question	B	F	K	DC528	4	066	NO	NO	4	NO	NO	YES	NO	et t'y vas toute seule ?	YES		WE2_J003_2511																										spk1	165-yn-DE-49-C-0-04-AR-F-WE2_J003_2511		15/25	165-yn-DE-49-C-0-04-AR-F-WE2_J003_2511
129-XP_mbrola-is.it.decla-yn-clair-33-A-NO-6-D-F-WE2_F003_3029	vous retapez votre maison ?	XP_mbrola	33	yn	NO	clair	is.it.decla	A	F	D	ch_AC7	06	129	NO	NO	3	NO	NO	YES	NO	alors j- si j'ai bien compris vous vous retapez votre maison ?	YES		WE2_F003_3029																										spk1	036-yn-CL-40-A-0-06-AF-F-WE2_F003_3029		NOAGE	036-yn-CL-40-A-0-06-AF-F-WE2_F003_3029
130-XP_mbrola-is.it.decla-yn-delex-33-B-NO-6-D-F-WE2_F003_3029	vous retapez votre maison ?	XP_mbrola	33	yn	NO	delex	is.it.decla	B	F	D	ch_AC7	06	130	NO	NO	3	NO	NO	YES	NO	alors j- si j'ai bien compris vous vous retapez votre maison ?	YES		WE2_F003_3029																										spk1	156-yn-DE-40-C-0-06-AF-F-WE2_F003_3029		NOAGE	156-yn-DE-40-C-0-06-AF-F-WE2_F003_3029
131-XP_mbrola-is.it.question-yn-clair-33-C-NO-6-D-F-WE2_F003_3029	vous retapez votre maison ?	XP_mbrola	33	yn	NO	clair	is.it.question	C	F	D	ch_AC7	06	131	NO	NO	3	NO	NO	YES	NO	alors j- si j'ai bien compris vous vous retapez votre maison ?	YES		WE2_F003_3029																										spk1	036-yn-CL-40-A-0-06-AF-F-WE2_F003_3029		NOAGE	036-yn-CL-40-A-0-06-AF-F-WE2_F003_3029
132-XP_mbrola-is.it.question-yn-delex-33-D-NO-6-D-F-WE2_F003_3029	vous retapez votre maison ?	XP_mbrola	33	yn	NO	delex	is.it.question	D	F	D	ch_AC7	06	132	NO	NO	3	NO	NO	YES	NO	alors j- si j'ai bien compris vous vous retapez votre maison ?	YES		WE2_F003_3029																										spk1	156-yn-DE-40-C-0-06-AF-F-WE2_F003_3029		NOAGE	156-yn-DE-40-C-0-06-AF-F-WE2_F003_3029
067-XP_delex-is.it.decla-yn-delex-34-B-NO-5-K-F-WE2_J003_3026	tu lis les journaux ?	XP_delex	34	yn	NO	delex	is.it.decla	B	F	K	DC528	5	067	NO	NO	4	NO	NO	YES	NO	sinon tu lis les journaux ?	YES		WE2_J003_3026																										spk1	166-yn-DE-50-B-0-05-AR-F-WE2_J003_3026		15/25	166-yn-DE-50-A-0-05-AR-F-WE2_J003_3026
068-XP_delex-is.it.question-yn-delex-34-A-NO-5-K-F-WE2_J003_3026	tu lis les journaux ?	XP_delex	34	yn	NO	delex	is.it.question	A	F	K	DC528	5	068	NO	NO	4	NO	NO	YES	NO	sinon tu lis les journaux ?	YES		WE2_J003_3026																										spk1	166-yn-DE-50-B-0-05-AR-F-WE2_J003_3026		15/25	166-yn-DE-50-A-0-05-AR-F-WE2_J003_3026
133-XP_mbrola-is.it.decla-yn-clair-34-D-NO-7-D-F-WE2_F003_3392	vous avez des permanences ?	XP_mbrola	34	yn	NO	clair	is.it.decla	D	F	D	ch_AC7	07	133	NO	NO	3	NO	NO	YES	NO	donc vous avez des permanences ?	YES		WE2_F003_3392																										spk1	037-yn-CL-41-C-0-07-AF-F-WE2_F003_3392		NOAGE	037-yn-CL-41-B-0-07-AF-F-WE2_F003_3392
134-XP_mbrola-is.it.decla-yn-delex-34-A-NO-7-D-F-WE2_F003_3392	vous avez des permanences ?	XP_mbrola	34	yn	NO	delex	is.it.decla	A	F	D	ch_AC7	07	134	NO	NO	3	NO	NO	YES	NO	donc vous avez des permanences ?	YES		WE2_F003_3392																										spk1	157-yn-DE-41-B-0-07-AF-F-WE2_F003_3392		NOAGE	157-yn-DE-41-A-0-07-AF-F-WE2_F003_3392
135-XP_mbrola-is.it.question-yn-clair-34-B-NO-7-D-F-WE2_F003_3392	vous avez des permanences ?	XP_mbrola	34	yn	NO	clair	is.it.question	B	F	D	ch_AC7	07	135	NO	NO	3	NO	NO	YES	NO	donc vous avez des permanences ?	YES		WE2_F003_3392																										spk1	037-yn-CL-41-C-0-07-AF-F-WE2_F003_3392		NOAGE	037-yn-CL-41-B-0-07-AF-F-WE2_F003_3392
136-XP_mbrola-is.it.question-yn-delex-34-C-NO-7-D-F-WE2_F003_3392	vous avez des permanences ?	XP_mbrola	34	yn	NO	delex	is.it.question	C	F	D	ch_AC7	07	136	NO	NO	3	NO	NO	YES	NO	donc vous avez des permanences ?	YES		WE2_F003_3392																										spk1	157-yn-DE-41-B-0-07-AF-F-WE2_F003_3392		NOAGE	157-yn-DE-41-A-0-07-AF-F-WE2_F003_3392
069-XP_delex-is.it.decla-yn-delex-35-A-NO-4-P-F-WE2_J006_5495	tu as un Facebook ?	XP_delex	35	yn	NO	delex	is.it.decla	A	F	P	WT075	4	069	NO	NO	4	NO	NO	YES	NO	tu as f- tu as un Facebook ?	YES		WE2_J006_5495																										spk1	167-yn-DE-51-A-0-04-AZ-F-WE2_J006_5495		15/25	167-yn-DE-51-B-0-04-AZ-F-WE2_J006_5495
070-XP_delex-is.it.question-yn-delex-35-B-NO-4-P-F-WE2_J006_5495	tu as un Facebook ?	XP_delex	35	yn	NO	delex	is.it.question	B	F	P	WT075	4	070	NO	NO	4	NO	NO	YES	NO	tu as f- tu as un Facebook ?	YES		WE2_J006_5495																										spk1	167-yn-DE-51-A-0-04-AZ-F-WE2_J006_5495		15/25	167-yn-DE-51-B-0-04-AZ-F-WE2_J006_5495
137-XP_mbrola-is.it.decla-yn-clair-35-C-NO-7-D-F-WE2_F003_4258	vous faites toujours du vélo ?	XP_mbrola	35	yn	NO	clair	is.it.decla	C	F	D	ch_AC7	07	137	NO	NO	3	NO	NO	YES	NO	vous faites toujours du vélo ?	YES		WE2_F003_4258																										spk1	038-yn-CL-42-B-0-07-AF-F-WE2_F003_4258		NOAGE	038-yn-CL-42-C-0-07-AF-F-WE2_F003_4258
138-XP_mbrola-is.it.decla-yn-delex-35-D-NO-7-D-F-WE2_F003_4258	vous faites toujours du vélo ?	XP_mbrola	35	yn	NO	delex	is.it.decla	D	F	D	ch_AC7	07	138	NO	NO	3	NO	NO	YES	NO	vous faites toujours du vélo ?	YES		WE2_F003_4258																										spk1	158-yn-DE-42-A-0-07-AF-F-WE2_F003_4258		NOAGE	158-yn-DE-42-B-0-07-AF-F-WE2_F003_4258
139-XP_mbrola-is.it.question-yn-clair-35-A-NO-7-D-F-WE2_F003_4258	vous faites toujours du vélo ?	XP_mbrola	35	yn	NO	clair	is.it.question	A	F	D	ch_AC7	07	139	NO	NO	3	NO	NO	YES	NO	vous faites toujours du vélo ?	YES		WE2_F003_4258																										spk1	038-yn-CL-42-B-0-07-AF-F-WE2_F003_4258		NOAGE	038-yn-CL-42-C-0-07-AF-F-WE2_F003_4258
140-XP_mbrola-is.it.question-yn-delex-35-B-NO-7-D-F-WE2_F003_4258	vous faites toujours du vélo ?	XP_mbrola	35	yn	NO	delex	is.it.question	B	F	D	ch_AC7	07	140	NO	NO	3	NO	NO	YES	NO	vous faites toujours du vélo ?	YES		WE2_F003_4258																										spk1	158-yn-DE-42-A-0-07-AF-F-WE2_F003_4258		NOAGE	158-yn-DE-42-B-0-07-AF-F-WE2_F003_4258
071-XP_delex-is.it.decla-yn-delex-36-B-NO-5-P-F-WE2_J006_5781	tu as un compte Twitter ?	XP_delex	36	yn	NO	delex	is.it.decla	B	F	P	WT075	5	071	NO	NO	4	NO	NO	YES	NO	et euh tu as un compte Twitter ?	YES		WE2_J006_5781																										spk1	168-yn-DE-52-C-0-05-AZ-F-WE2_J006_5781		15/25	168-yn-DE-52-C-0-05-AZ-F-WE2_J006_5781
072-XP_delex-is.it.question-yn-delex-36-A-NO-5-P-F-WE2_J006_5781	tu as un compte Twitter ?	XP_delex	36	yn	NO	delex	is.it.question	A	F	P	WT075	5	072	NO	NO	4	NO	NO	YES	NO	et euh tu as un compte Twitter ?	YES		WE2_J006_5781																										spk1	168-yn-DE-52-C-0-05-AZ-F-WE2_J006_5781		15/25	168-yn-DE-52-C-0-05-AZ-F-WE2_J006_5781
141-XP_mbrola-is.it.decla-yn-clair-36-B-NO-8-D-F-WE2_F003_7082	vous l'écoutez à la radio ?	XP_mbrola	36	yn	NO	clair	is.it.decla	B	F	D	ch_AC7	08	141	NO	NO	4	NO	NO	YES	NO	la musique vous l'écoutez à la radio ?	YES		WE2_F003_7082																										spk1	039-yn-CL-43-A-0-08-AF-F-WE2_F003_7082		NOAGE	039-yn-CL-43-A-0-08-AF-F-WE2_F003_7082
142-XP_mbrola-is.it.decla-yn-delex-36-C-NO-8-D-F-WE2_F003_7082	vous l'écoutez à la radio ?	XP_mbrola	36	yn	NO	delex	is.it.decla	C	F	D	ch_AC7	08	142	NO	NO	4	NO	NO	YES	NO	la musique vous l'écoutez à la radio ?	YES		WE2_F003_7082																										spk1	159-yn-DE-43-C-0-08-AF-F-WE2_F003_7082		NOAGE	159-yn-DE-43-C-0-08-AF-F-WE2_F003_7082
143-XP_mbrola-is.it.question-yn-clair-36-D-NO-8-D-F-WE2_F003_7082	vous l'écoutez à la radio ?	XP_mbrola	36	yn	NO	clair	is.it.question	D	F	D	ch_AC7	08	143	NO	NO	4	NO	NO	YES	NO	la musique vous l'écoutez à la radio ?	YES		WE2_F003_7082																										spk1	039-yn-CL-43-A-0-08-AF-F-WE2_F003_7082		NOAGE	039-yn-CL-43-A-0-08-AF-F-WE2_F003_7082
144-XP_mbrola-is.it.question-yn-delex-36-A-NO-8-D-F-WE2_F003_7082	vous l'écoutez à la radio ?	XP_mbrola	36	yn	NO	delex	is.it.question	A	F	D	ch_AC7	08	144	NO	NO	4	NO	NO	YES	NO	la musique vous l'écoutez à la radio ?	YES		WE2_F003_7082																										spk1	159-yn-DE-43-C-0-08-AF-F-WE2_F003_7082		NOAGE	159-yn-DE-43-C-0-08-AF-F-WE2_F003_7082
073-XP_delex-is.it.decla-yn-delex-37-A-NO-5-R-F-WE2_J007_3498	tu veux que je te raconte ?	XP_delex	37	yn	NO	delex	is.it.decla	A	F	R	WZ853	5	073	NO	NO	3	NO	NO	YES	NO	tu veux que je te raconte ?	YES		WE2_J007_3498																										spk2	171-yn-DE-55-C-0-05-BB-F-WE2_J007_3498		NOAGE	171-yn-DE-55-C-0-05-BB-F-WE2_J007_3498
074-XP_delex-is.it.question-yn-delex-37-B-NO-5-R-F-WE2_J007_3498	tu veux que je te raconte ?	XP_delex	37	yn	NO	delex	is.it.question	B	F	R	WZ853	5	074	NO	NO	3	NO	NO	YES	NO	tu veux que je te raconte ?	YES		WE2_J007_3498																										spk2	171-yn-DE-55-C-0-05-BB-F-WE2_J007_3498		NOAGE	171-yn-DE-55-C-0-05-BB-F-WE2_J007_3498
145-XP_mbrola-is.it.decla-yn-clair-37-A-NO-5-Q-F-WE2_J001_5188	tu parles d'autres langues ?	XP_mbrola	37	yn	NO	clair	is.it.decla	A	F	Q	WT646	05	145	NO	NO	3	NO	NO	YES	NO	et toi tu parles d'autres langues ?	YES		WE2_J001_5188																										spk1	041-yn-CL-45-B-0-05-BA-F-WE2_J001_5188		NOAGE	041-yn-CL-45-C-0-05-BA-F-WE2_J001_5188
146-XP_mbrola-is.it.decla-yn-delex-37-B-NO-5-Q-F-WE2_J001_5188	tu parles d'autres langues ?	XP_mbrola	37	yn	NO	delex	is.it.decla	B	F	Q	WT646	05	146	NO	NO	3	NO	NO	YES	NO	et toi tu parles d'autres langues ?	YES		WE2_J001_5188																										spk1	161-yn-DE-45-A-0-05-BA-F-WE2_J001_5188		NOAGE	161-yn-DE-45-B-0-05-BA-F-WE2_J001_5188
147-XP_mbrola-is.it.question-yn-clair-37-C-NO-5-Q-F-WE2_J001_5188	tu parles d'autres langues ?	XP_mbrola	37	yn	NO	clair	is.it.question	C	F	Q	WT646	05	147	NO	NO	3	NO	NO	YES	NO	et toi tu parles d'autres langues ?	YES		WE2_J001_5188																										spk1	041-yn-CL-45-B-0-05-BA-F-WE2_J001_5188		NOAGE	041-yn-CL-45-C-0-05-BA-F-WE2_J001_5188
148-XP_mbrola-is.it.question-yn-delex-37-D-NO-5-Q-F-WE2_J001_5188	tu parles d'autres langues ?	XP_mbrola	37	yn	NO	delex	is.it.question	D	F	Q	WT646	05	148	NO	NO	3	NO	NO	YES	NO	et toi tu parles d'autres langues ?	YES		WE2_J001_5188																										spk1	161-yn-DE-45-A-0-05-BA-F-WE2_J001_5188		NOAGE	161-yn-DE-45-B-0-05-BA-F-WE2_J001_5188
075-XP_delex-is.it.decla-yn-delex-38-B-NO-7-P-F-WE2_J007_6466	tu vas au marché de Noël ?	XP_delex	38	yn	NO	delex	is.it.decla	B	F	P	WT075	7	075	NO	NO	3	NO	NO	YES	NO	non mais c'est trop ça et tu vas au marché de Noël ?	YES		WE2_J007_6466																										spk1	173-yn-DE-57-A-0-07-AZ-F-WE2_J007_6466		15/25	173-yn-DE-57-B-0-07-AZ-F-WE2_J007_6466
076-XP_delex-is.it.question-yn-delex-38-A-NO-7-P-F-WE2_J007_6466	tu vas au marché de Noël ?	XP_delex	38	yn	NO	delex	is.it.question	A	F	P	WT075	7	076	NO	NO	3	NO	NO	YES	NO	non mais c'est trop ça et tu vas au marché de Noël ?	YES		WE2_J007_6466																										spk1	173-yn-DE-57-A-0-07-AZ-F-WE2_J007_6466		15/25	173-yn-DE-57-B-0-07-AZ-F-WE2_J007_6466
149-XP_mbrola-is.it.decla-yn-clair-38-D-NO-11-Q-F-WE2_J002_1647	c'était à une occasion particulière ?	XP_mbrola	38	yn	NO	clair	is.it.decla	D	F	Q	WT646	11	149	NO	NO	3	NO	NO	YES	NO	c'était à une occasion particulière ?	YES		WE2_J002_1647																										spk2	043-yn-CL-47-C-0-11-BA-F-WE2_J002_1647		NOAGE	043-yn-CL-47-B-0-11-BA-F-WE2_J002_1647
150-XP_mbrola-is.it.decla-yn-delex-38-A-NO-11-Q-F-WE2_J002_1647	c'était à une occasion particulière ?	XP_mbrola	38	yn	NO	delex	is.it.decla	A	F	Q	WT646	11	150	NO	NO	3	NO	NO	YES	NO	c'était à une occasion particulière ?	YES		WE2_J002_1647																										spk2	163-yn-DE-47-B-0-11-BA-F-WE2_J002_1647		NOAGE	163-yn-DE-47-A-0-11-BA-F-WE2_J002_1647
